Study ID,Effect,Coder,Biblio info,,,,Selectivity info,,,,,,,,Odds ratio,,Log odds ratio,,Raw numbers,,,,Proportions,,,Computing d in designs with indpt groups,,,,,,,,,,,,,,,Computing d in designs with paired groups,,,,,,,,,,,,,,,Computing d in designs with indpt groups using ANCOVA,,,,,,,,,,,,,,,,,,,,,,,Computing r w/ indpt grps,,,,,,,,,Extinction info,,,,,Ratio survive/extinct,Notes,Chi Square,,,,,,,Extinction Rate,,,,,GLM,,,,,Mean Species Duration/Longevity,,,,
Clapham 2009 EGE,3,EO,"Clapham, Matthew E., Shuzhong Shen, and David J. Bottjer.  2009. The double mass extinction revisted: reassessing the severity, selectivity, and causes of the end-Guadalupian biotic crisis (Late Permian). Paleobiology 39: 32-50.",Clapham et al. 2010,2010,PR,Mollusca,bivalve,gn,Life Habit,Epifaunal and Semi-Infaunal,Poadian,global,dx.doi.org/10.1666/08033.s2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Pz,,,,,,,,,,,,,?,"Fig 6a,b graphclick",,,,,,,,,,,,,
Clapham 2009 EGE,4,EO,"Clapham, Matthew E., Shuzhong Shen, and David J. Bottjer.  2009. The double mass extinction revisted: reassessing the severity, selectivity, and causes of the end-Guadalupian biotic crisis (Late Permian). Paleobiology 39: 32-50.",Clapham et al. 2010,2010,PR,Mollusca,bivalve,gn,Life Habit,Epifaunal and Semi-Infaunal,Wordian,global,dx.doi.org/10.1666/08033.s2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Pz,,,,,,,,,,,,,?,"Fig 6a,b graphclick",,,,,,,,,,,,,
Clapham 2009 EGE,5,EO,"Clapham, Matthew E., Shuzhong Shen, and David J. Bottjer.  2009. The double mass extinction revisted: reassessing the severity, selectivity, and causes of the end-Guadalupian biotic crisis (Late Permian). Paleobiology 39: 32-50.",Clapham et al. 2010,2010,PR,Mollusca,bivalve,gn,Life Habit,Epifaunal and Semi-Infaunal,Capitanian,global,dx.doi.org/10.1666/08033.s2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Pz,,,,,,,,,,,,,?,"Fig 6a,b graphclick",,,,,,,,,,,,,
Clapham 2009 EGE,6,EO,"Clapham, Matthew E., Shuzhong Shen, and David J. Bottjer.  2009. The double mass extinction revisted: reassessing the severity, selectivity, and causes of the end-Guadalupian biotic crisis (Late Permian). Paleobiology 39: 32-50.",Clapham et al. 2010,2010,PR,Mollusca,bivalve,gn,Life Habit,Epifaunal and Semi-Infaunal,Wuchiapingian,global,dx.doi.org/10.1666/08033.s2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Pz,,,,,,,,,,,,,?,"Fig 6a,b graphclick",,,,,,,,,,,,,
Clapham 2009 EGE,7,EO,"Clapham, Matthew E., Shuzhong Shen, and David J. Bottjer.  2009. The double mass extinction revisted: reassessing the severity, selectivity, and causes of the end-Guadalupian biotic crisis (Late Permian). Paleobiology 39: 32-50.",Clapham et al. 2010,2010,PR,Mollusca,bivalve,gn,Life Habit,Epifaunal and Semi-Infaunal,Changhsingian,global,dx.doi.org/10.1666/08033.s2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Pz,,,,,,,,,,,,,?,"Fig 6a,b graphclick",,,,,,,,,,,,,
Clapham 2009 EGE,2,EO,"Clapham, Matthew E., Shuzhong Shen, and David J. Bottjer.  2009. The double mass extinction revisted: reassessing the severity, selectivity, and causes of the end-Guadalupian biotic crisis (Late Permian). Paleobiology 39: 32-50.",Clapham et al. 2010,2010,PR,Mollusca,bivalve,gn,Life Habit,Shallow and Deep Infaunal,Kungurian,global,dx.doi.org/10.1666/08033.s2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Pz,,,,,,,,,,,,,?,"Fig 6a,b graphclick",,,,,,,,,,,,,
Clapham 2009 EGE,3,EO,"Clapham, Matthew E., Shuzhong Shen, and David J. Bottjer.  2009. The double mass extinction revisted: reassessing the severity, selectivity, and causes of the end-Guadalupian biotic crisis (Late Permian). Paleobiology 39: 32-50.",Clapham et al. 2010,2010,PR,Mollusca,bivalve,gn,Life Habit,Shallow and Deep Infaunal,Poadian,global,dx.doi.org/10.1666/08033.s2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Pz,,,,,,,,,,,,,?,"Fig 6a,b graphclick",,,,,,,,,,,,,
Clapham 2009 EGE,4,EO,"Clapham, Matthew E., Shuzhong Shen, and David J. Bottjer.  2009. The double mass extinction revisted: reassessing the severity, selectivity, and causes of the end-Guadalupian biotic crisis (Late Permian). Paleobiology 39: 32-50.",Clapham et al. 2010,2010,PR,Mollusca,bivalve,gn,Life Habit,Shallow and Deep Infaunal,Wordian,global,dx.doi.org/10.1666/08033.s2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Pz,,,,,,,,,,,,,?,"Fig 6a,b graphclick",,,,,,,,,,,,,
Clapham 2009 EGE,5,EO,"Clapham, Matthew E., Shuzhong Shen, and David J. Bottjer.  2009. The double mass extinction revisted: reassessing the severity, selectivity, and causes of the end-Guadalupian biotic crisis (Late Permian). Paleobiology 39: 32-50.",Clapham et al. 2010,2010,PR,Mollusca,bivalve,gn,Life Habit,Shallow and Deep Infaunal,Capitanian,global,dx.doi.org/10.1666/08033.s2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Pz,,,,,,,,,,,,,?,"Fig 6a,b graphclick",,,,,,,,,,,,,
Clapham 2009 EGE,6,EO,"Clapham, Matthew E., Shuzhong Shen, and David J. Bottjer.  2009. The double mass extinction revisted: reassessing the severity, selectivity, and causes of the end-Guadalupian biotic crisis (Late Permian). Paleobiology 39: 32-50.",Clapham et al. 2010,2010,PR,Mollusca,bivalve,gn,Life Habit,Shallow and Deep Infaunal,Wuchiapingian,global,dx.doi.org/10.1666/08033.s2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Pz,,,,,,,,,,,,,?,"Fig 6a,b graphclick",,,,,,,,,,,,,
Clapham 2009 EGE,7,EO,"Clapham, Matthew E., Shuzhong Shen, and David J. Bottjer.  2009. The double mass extinction revisted: reassessing the severity, selectivity, and causes of the end-Guadalupian biotic crisis (Late Permian). Paleobiology 39: 32-50.",Clapham et al. 2010,2010,PR,Mollusca,bivalve,gn,Life Habit,Shallow and Deep Infaunal,Changhsingian,global,dx.doi.org/10.1666/08033.s2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Pz,,,,,,,,,,,,,?,"Fig 6a,b graphclick",,,,,,,,,,,,,
Knoll 2007 PEP,2,EO,"Knoll, Andrew H., Richard Bambach, Jonathan L. Payne, Sara Pruss, Woodward W. Fischer. 2007. Paleophysiology and end-Permian mass extinction. Earth and Planetary Letters 256: 295-312",Knoll et al. 2008,2008,PR,Mollusca,bivalve,gn,Life Habit,Infaunal,Late Permian,global,"Sepkoski's genus database (R. K. Bambach, A.H. Knoll, J.J. Sepkoski Jr. 2002. Anamatomical and ecological constraints on Phanerozioc animal diversity in the marine realm, Proc. Natl. Acad. Sci. U.S.A. 99:6854-6859)",,,,,5,13,27,33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,M,Pz,,,,,,,,,,,,,,,,,,,,,,,,,,,
Knoll 2007 PEP,3,EO,"Knoll, Andrew H., Richard Bambach, Jonathan L. Payne, Sara Pruss, Woodward W. Fischer. 2007. Paleophysiology and end-Permian mass extinction. Earth and Planetary Letters 256: 295-312",Knoll et al. 2008,2008,PR,Mollusca,bivalve,gn,Life Habit,Epifaunal ,Late Permian,global,"Sepkoski's genus database (R. K. Bambach, A.H. Knoll, J.J. Sepkoski Jr. 2002. Anamatomical and ecological constraints on Phanerozioc animal diversity in the marine realm, Proc. Natl. Acad. Sci. U.S.A. 99:6854-6859)",,,,,23,21,27,33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,M,Pz,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rhodes 1991 MEE,2,EO,"Rhodes, Melissa Clark and Charles W. Thayer. 1991. Mass extinctions: ecological selectivity and primary production.  Geology v. 19: 877-880.",Rhodes and Thayer 1992,1992,PR,Mollusca,bivalve,gn,Trophic Suseptibility to Starvation ,Susceptible,P/TR,global,425 strat rranges of biv gn from lit and unpubished sources,,,,,42,40,43,88,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,M,Pz,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rhodes 1991 MEE,3,EO,"Rhodes, Melissa Clark and Charles W. Thayer. 1991. Mass extinctions: ecological selectivity and primary production.  Geology v. 19: 877-880.",Rhodes and Thayer 1992,1992,PR,Mollusca,bivalve,gn,Trophic Suseptibility to Starvation ,Resistant/Intermediate,P/TR,global,425 strat rranges of biv gn from lit and unpubished sources,,,,,2,7,43,88,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,M,Cz,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rhodes 1991 MEE,2,EO,"Rhodes, Melissa Clark and Charles W. Thayer. 1991. Mass extinctions: ecological selectivity and primary production.  Geology v. 19: 877-880.",Rhodes and Thayer 1992,1992,PR,Mollusca,bivalve,gn,Trophic Suseptibility to Starvation ,Susceptible,K/T,global,425 strat rranges of biv gn from lit and unpubished sources,,,,,161,81,182,109,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,M,Cz,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rhodes 1991 MEE,3,EO,"Rhodes, Melissa Clark and Charles W. Thayer. 1991. Mass extinctions: ecological selectivity and primary production.  Geology v. 19: 877-880.",Rhodes and Thayer 1992,1992,PR,Mollusca,bivalve,gn,Trophic Suseptibility to Starvation ,Resistant/Intermediate,K/T,global,425 strat rranges of biv gn from lit and unpubished sources,,,,,22,29,182,109,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,M,Cz,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rhodes 1991 MEE,2,EO,"Rhodes, Melissa Clark and Charles W. Thayer. 1991. Mass extinctions: ecological selectivity and primary production.  Geology v. 19: 877-880.",Rhodes and Thayer 1992,1992,PR,Mollusca,bivalve,gn,Locomotor Suseptibility to Starvation ,Susceptible,P/TR,global,425 strat rranges of biv gn from lit and unpubished sources,,,,,20,14,42,39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,M,Pz,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rhodes 1991 MEE,3,EO,"Rhodes, Melissa Clark and Charles W. Thayer. 1991. Mass extinctions: ecological selectivity and primary production.  Geology v. 19: 877-880.",Rhodes and Thayer 1992,1992,PR,Mollusca,bivalve,gn,Locomotor Suseptibility to Starvation ,Resistant/Intermediate,P/TR,global,425 strat rranges of biv gn from lit and unpubished sources,,,,,23,26,42,39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,M,Pz,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rhodes 1991 MEE,2,EO,"Rhodes, Melissa Clark and Charles W. Thayer. 1991. Mass extinctions: ecological selectivity and primary production.  Geology v. 19: 877-880.",Rhodes and Thayer 1992,1992,PR,Mollusca,bivalve,gn,Locomotor Suseptibility to Starvation ,Susceptible,K/T,global,425 strat rranges of biv gn from lit and unpubished sources,,,,,71,35,110,81,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,M,Cz,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rhodes 1991 MEE,3,EO,"Rhodes, Melissa Clark and Charles W. Thayer. 1991. Mass extinctions: ecological selectivity and primary production.  Geology v. 19: 877-880.",Rhodes and Thayer 1992,1992,PR,Mollusca,bivalve,gn,Locomotor Suseptibility to Starvation ,Resistant/Intermediate,K/T,global,425 strat rranges of biv gn from lit and unpubished sources,,,,,40,47,110,81,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,M,Cz,,,,,,,,,,,,,,,,,,,,,,,,,,,
Todd 2001 EEM,2,EO,"Todd, J.A., J.B.C. Jackson, K.G. Johnson, H.M. Fortunato, A. Heitz, M. Alvarez, and P. Jung. 2001. The ecology of extinction: molluscan feeding and faunal turnover in the Caribbean Neogene. 2001. Proceedings of the Royal Society 269:571-577.",Alvarez et al. 2002,2002,PR,Mollusca,gastropod,genera/ subgenera,Trophic Level,Gastropod Predators,,Caribbean,NMiBTA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R,Cz,,,,,Email AuthorsÉ (waiting on email response),,,,,,,,,,,,,,,,,,,,,,
Todd 2001 EEM,3,EO,"Todd, J.A., J.B.C. Jackson, K.G. Johnson, H.M. Fortunato, A. Heitz, M. Alvarez, and P. Jung. 2001. The ecology of extinction: molluscan feeding and faunal turnover in the Caribbean Neogene. 2001. Proceedings of the Royal Society 269:571-577.",Alvarez et al. 2002,2002,PR,Mollusca,bivalve,genera/ subgenera,Trophic Level,Bivalve Suspension Feeders,,Caribbean,NMiBTA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R,Cz,,,,,Email AuthorsÉ (waiting on email response),,,,,,,,,,,,,,,,,,,,,,
Anderson 2003 EPR,2,EO,"Anderson, Laurie C. and Peter D. Roopnarine. 2003. Evolution and phylogenetic relationships of Neogene corbulidae",Anderson and Roopnarine 2004,2004,PR,Mollusca,corbulid,gn,Body Size,Large,Pliocene-Pliestocene,Caribbean/ Western Atlantic,,,,,,6,1,6,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R,Cz,,,decrease in nutrient availibility/ primary productivity (bottom1096-top1097),,page 1096; paragraph 1 under Figure 8,,,,,,,,,,,,,,,,,,,,,,
Anderson 2003 EPR,3,EO,"Anderson, Laurie C. and Peter D. Roopnarine. 2003. Evolution and phylogenetic relationships of Neogene corbulidae",Anderson and Roopnarine 2004,2004,PR,Mollusca,corbulid,gn,Body Size,Small,Pliocene-Pliestocene,Caribbean/ Western Atlantic,,,,,,1,5,6,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R,Cz,,,decrease in nutrient availibility/ primary productivity (bottom1096-top1097),,,,,,,,,,,,,,,,,,,,,,,,
Hallam 1981 ETB,2,EO,"A. Hallam. 1981. The End Triassic Bivalve Extinction Event. Palaeogeography, Paleoclimatology, Paleoecology. 35: 1-44.",Hallam 1982,1982,PR,Mollusca,bivalve,genera ,Geographic Range,Cosmospolitan,End Triassic,global,literature/Treatise on Invertebrate Paleontology,,,,,N/A,N/A,77,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,M,Cz,,,,2.7,"the ratio of genera that survived to gn that became extinct is 1.7 for the cosmopolitians and 0.3 for the endemic group, an unequivocal indictation that endemic forms were appreciably more susceptible than cosmopolitians to extinction. (page 18 first full paragraph)",,,,,,,,,,,,,,,,,,,,,,
Hallam 1981 ETB,3,EO,"A. Hallam. 1981. The End Triassic Bivalve Extinction Event. Palaeogeography, Paleoclimatology, Paleoecology. 35: 1-44.",Hallam 1982,1982,PR,Mollusca,bivalve,genera ,Geographic Range,Endemic,End Triassic,global,literature/Treatise on Invertebrate Paleontology,,,,,N/A,N/A,77,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,M,Mz,,,,1.3,"the ratio of genera that survived to gn that became extinct is 1.7 for the cosmopolitians and 0.3 for the endemic group, an unequivocal indictation that endemic forms were appreciably more susceptible than cosmopolitians to extinction. (page 18 first full paragraph)",,,,,,,,,,,,,,,,,,,,,,
Bretsky 1973 EPP,2,EO,"Bretsky, Peter W. 1973. Evolutionary patterns in the Paleozoic Bivalvia: Documentation and Some Theoretical Considerations. The Geological Society of America Bulletin 84: 2079-2096.",Bretsky 1974,1974,PR,Mollusca,bivalve,genera,Geographic Range,Cosmospolitan,Upper Jurassic,global,Treatise on Ivertebrate Paleontology 1969 vol. 1 & 3,,,,,15,76,58,147,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Cz,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bretsky 1973 EPP,3,EO,"Bretsky, Peter W. 1973. Evolutionary patterns in the Paleozoic Bivalvia: Documentation and Some Theoretical Considerations. The Geological Society of America Bulletin 84: 2079-2096.",Bretsky 1974,1974,PR,Mollusca,bivalve,genera,Geographic Range,Wide-Ranging,Upper Jurassic,global,Treatise on Ivertebrate Paleontology 1969 vol. 1 & 3,,,,,14,29,58,147,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Cz,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bretsky 1973 EPP,4,EO,"Bretsky, Peter W. 1973. Evolutionary patterns in the Paleozoic Bivalvia: Documentation and Some Theoretical Considerations. The Geological Society of America Bulletin 84: 2079-2096.",Bretsky 1974,1974,PR,Mollusca,bivalve,genera,Geographic Range,Endemic,Upper Jurassic,global,Treatise on Ivertebrate Paleontology 1969 vol. 1 & 3,,,,,31,45,58,147,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Cz,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bretsky 1973 EPP,2,EO,"Bretsky, Peter W. 1973. Evolutionary patterns in the Paleozoic Bivalvia: Documentation and Some Theoretical Considerations. The Geological Society of America Bulletin 84: 2079-2096.",Bretsky 1974,1974,PR,Mollusca,bivalve,genera,Geographic Range,Cosmospolitan,Middle Jurassic,global,Treatise on Ivertebrate Paleontology 1969 vol. 1 & 3,,,,,5,70,23,133,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Cz,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bretsky 1973 EPP,3,EO,"Bretsky, Peter W. 1973. Evolutionary patterns in the Paleozoic Bivalvia: Documentation and Some Theoretical Considerations. The Geological Society of America Bulletin 84: 2079-2096.",Bretsky 1974,1974,PR,Mollusca,bivalve,genera,Geographic Range,Wide-Ranging,Middle Jurassic,global,Treatise on Ivertebrate Paleontology 1969 vol. 1 & 3,,,,,6,24,23,133,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Cz,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bretsky 1973 EPP,4,EO,"Bretsky, Peter W. 1973. Evolutionary patterns in the Paleozoic Bivalvia: Documentation and Some Theoretical Considerations. The Geological Society of America Bulletin 84: 2079-2096.",Bretsky 1974,1974,PR,Mollusca,bivalve,genera,Geographic Range,Endemic,Middle Jurassic,global,Treatise on Ivertebrate Paleontology 1969 vol. 1 & 3,,,,,14,41,23,133,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Cz,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bretsky 1973 EPP,2,EO,"Bretsky, Peter W. 1973. Evolutionary patterns in the Paleozoic Bivalvia: Documentation and Some Theoretical Considerations. The Geological Society of America Bulletin 84: 2079-2096.",Bretsky 1974,1974,PR,Mollusca,bivalve,genera,Geographic Range,Cosmospolitan,Lower Jurassic,global,Treatise on Ivertebrate Paleontology 1969 vol. 1 & 3,,,,,3,60,30,122,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Cz,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bretsky 1973 EPP,3,EO,"Bretsky, Peter W. 1973. Evolutionary patterns in the Paleozoic Bivalvia: Documentation and Some Theoretical Considerations. The Geological Society of America Bulletin 84: 2079-2096.",Bretsky 1974,1974,PR,Mollusca,bivalve,genera,Geographic Range,Wide-Ranging,Lower Jurassic,global,Treatise on Ivertebrate Paleontology 1969 vol. 1 & 3,,,,,6,21,30,122,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Cz,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bretsky 1973 EPP,4,EO,"Bretsky, Peter W. 1973. Evolutionary patterns in the Paleozoic Bivalvia: Documentation and Some Theoretical Considerations. The Geological Society of America Bulletin 84: 2079-2096.",Bretsky 1974,1974,PR,Mollusca,bivalve,genera,Geographic Range,Endemic,Lower Jurassic,global,Treatise on Ivertebrate Paleontology 1969 vol. 1 & 3,,,,,23,43,30,122,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Cz,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bretsky 1973 EPP,2,EO,"Bretsky, Peter W. 1973. Evolutionary patterns in the Paleozoic Bivalvia: Documentation and Some Theoretical Considerations. The Geological Society of America Bulletin 84: 2079-2096.",Bretsky 1974,1974,PR,Mollusca,bivalve,genera,Geographic Range,Cosmospolitan,Upper Triassic,global,Treatise on Ivertebrate Paleontology 1969 vol. 1 & 3,,,,,18,48,85,130,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Cz,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bretsky 1973 EPP,3,EO,"Bretsky, Peter W. 1973. Evolutionary patterns in the Paleozoic Bivalvia: Documentation and Some Theoretical Considerations. The Geological Society of America Bulletin 84: 2079-2096.",Bretsky 1974,1974,PR,Mollusca,bivalve,genera,Geographic Range,Wide-Ranging,Upper Triassic,global,Treatise on Ivertebrate Paleontology 1969 vol. 1 & 3,,,,,17,26,85,130,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Cz,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bretsky 1973 EPP,4,EO,"Bretsky, Peter W. 1973. Evolutionary patterns in the Paleozoic Bivalvia: Documentation and Some Theoretical Considerations. The Geological Society of America Bulletin 84: 2079-2096.",Bretsky 1974,1974,PR,Mollusca,bivalve,genera,Geographic Range,Endemic,Upper Triassic,global,Treatise on Ivertebrate Paleontology 1969 vol. 1 & 3,,,,,52,58,85,130,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Cz,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bretsky 1973 EPP,2,EO,"Bretsky, Peter W. 1973. Evolutionary patterns in the Paleozoic Bivalvia: Documentation and Some Theoretical Considerations. The Geological Society of America Bulletin 84: 2079-2096.",Bretsky 1974,1974,PR,Mollusca,bivalve,genera,Geographic Range,Cosmospolitan,Middle Triassic,global,Treatise on Ivertebrate Paleontology 1969 vol. 1 & 3,,,,,1,33,11,65,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Cz,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bretsky 1973 EPP,3,EO,"Bretsky, Peter W. 1973. Evolutionary patterns in the Paleozoic Bivalvia: Documentation and Some Theoretical Considerations. The Geological Society of America Bulletin 84: 2079-2096.",Bretsky 1974,1974,PR,Mollusca,bivalve,genera,Geographic Range,Wide-Ranging,Middle Triassic,global,Treatise on Ivertebrate Paleontology 1969 vol. 1 & 3,,,,,1,11,11,65,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Cz,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bretsky 1973 EPP,4,EO,"Bretsky, Peter W. 1973. Evolutionary patterns in the Paleozoic Bivalvia: Documentation and Some Theoretical Considerations. The Geological Society of America Bulletin 84: 2079-2096.",Bretsky 1974,1974,PR,Mollusca,bivalve,genera,Geographic Range,Endemic,Middle Triassic,global,Treatise on Ivertebrate Paleontology 1969 vol. 1 & 3,,,,,11,23,11,65,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Cz,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bretsky 1973 EPP,2,EO,"Bretsky, Peter W. 1973. Evolutionary patterns in the Paleozoic Bivalvia: Documentation and Some Theoretical Considerations. The Geological Society of America Bulletin 84: 2079-2096.",Bretsky 1974,1974,PR,Mollusca,bivalve,genera,Geographic Range,Cosmospolitan,Lower Triassic,global,Treatise on Ivertebrate Paleontology 1969 vol. 1 & 3,,,,,3,25,1,40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Cz,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bretsky 1973 EPP,3,EO,"Bretsky, Peter W. 1973. Evolutionary patterns in the Paleozoic Bivalvia: Documentation and Some Theoretical Considerations. The Geological Society of America Bulletin 84: 2079-2096.",Bretsky 1974,1974,PR,Mollusca,bivalve,genera,Geographic Range,Wide-Ranging,Lower Triassic,global,Treatise on Ivertebrate Paleontology 1969 vol. 1 & 3,,,,,2,10,1,40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Cz,,,,,,,,,,,,,,,,,,,,,,,,,,,
