,,,,"Biblio info",,,,"Selectivity info",,,,,,,,,,,,,"Odds ratio",,"Log odds ratio",,"Raw numbers",,,,"Percent Extinction",,,"Multivariate Logistic Regression",,,,"Proportions",,,"Nonparametric Tests",,,,,,,,,"Computing d in designs with indpt groups",,,,,,,,,,,,,,,"Computing d in designs with paired groups",,,,,,,,,,,,,,,"Computing d in designs with indpt groups using ANCOVA",,,,,,,,,,,,,,,,,,,,,,,"Computing r w/ indpt grps",,,,,,,,,,"Extinction Rates",,,,,,"Chi Square",,,,,,,"Extinction Rate",,,,,"GLM",,,,,"Mean Species Duration/Longevity",,,,,"Additional Stats",,,,,
194,"Aberhan 2003 SEA",1,"EO","Aberhan, Martin and T.K. Baumiller. 2003. Selective extinction among early Jurassic bivalves: a consequence of anoxia. Geology 31:1077-1080.","Aberhan and Baumiller 2003",2003,"PR","Mollusca","Bivalve","bivalve","species","Life Habit","Life Habit","Infaunal","Pliensbachian","Pliensbachian","Early Jurassic","Late Pliensbachian","Northwest Europe","data from Aberhan 2002 Aberhan, M., 2002, Opening of the Hispanic Corridor
and Early Jurassic bivalve biodiversity,
in Crame, J.A., and Owen, A.W., eds., Palaeobiogeography
and biodiversity change: The
Ordovician and Mesozoic–Cenozoic radiations:
Geological Society [London] Special
Publication 194, p. 127–139.",,,,,18,23,27,46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Raw data (saved on computer) also has data for endemic epifuanal/ infuanal and cosmo epi/in",,,,,,,,,,,,,,,,,,,,,,,,,,,,
195,"Aberhan 2003 SEA",2,"EO","Aberhan, Martin and T.K. Baumiller. 2003. Selective extinction among early Jurassic bivalves: a consequence of anoxia. Geology 31:1077-1080.","Aberhan and Baumiller 2003",2003,"PR","Mollusca","Bivalve","bivalve","species","Life Habit","Life Habit","Epifaunal","Pliensbachian","Pliensbachian","Early Jurassic","Late Pliensbachian","Northwest Europe","data from Aberhan 2002 Aberhan, M., 2002, Opening of the Hispanic Corridor
and Early Jurassic bivalve biodiversity,
in Crame, J.A., and Owen, A.W., eds., Palaeobiogeography
and biodiversity change: The
Ordovician and Mesozoic–Cenozoic radiations:
Geological Society [London] Special
Publication 194, p. 127–139.",,,,,9,23,27,46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Raw data (saved on computer) also has data for endemic epifuanal/ infuanal and cosmo epi/in",,,,,,,,,,,,,,,,,,,,,,,,,,,,
196,"Aberhan 2003 SEA",3,"EO","Aberhan, Martin and T.K. Baumiller. 2003. Selective extinction among early Jurassic bivalves: a consequence of anoxia. Geology 31:1077-1080.","Aberhan and Baumiller 2003",2003,"PR","Mollusca","Bivalve","bivalve","species","Geographic Range","Endemic","Narrow","Pliensbachian","Pliensbachian","Early Jurassic","Late Pliensbachian","Northwest Europe","data from Aberhan 2002 Aberhan, M., 2002, Opening of the Hispanic Corridor
and Early Jurassic bivalve biodiversity,
in Crame, J.A., and Owen, A.W., eds., Palaeobiogeography
and biodiversity change: The
Ordovician and Mesozoic–Cenozoic radiations:
Geological Society [London] Special
Publication 194, p. 127–139.",,,,,9,10,27,46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Raw data (saved on computer) also has data for endemic epifuanal/ infuanal and cosmo epi/in",,,,,,,,,,,,,,,,,,,,,,,,,,,,
197,"Aberhan 2003 SEA",4,"EO","Aberhan, Martin and T.K. Baumiller. 2003. Selective extinction among early Jurassic bivalves: a consequence of anoxia. Geology 31:1077-1080.","Aberhan and Baumiller 2003",2003,"PR","Mollusca","Bivalve","bivalve","species","Geographic Range","Cosmospolitan","Broad","Pliensbachian","Pliensbachian","Early Jurassic","Late Pliensbachian","Northwest Europe","data from Aberhan 2002 Aberhan, M., 2002, Opening of the Hispanic Corridor
and Early Jurassic bivalve biodiversity,
in Crame, J.A., and Owen, A.W., eds., Palaeobiogeography
and biodiversity change: The
Ordovician and Mesozoic–Cenozoic radiations:
Geological Society [London] Special
Publication 194, p. 127–139.",,,,,18,36,27,46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Raw data (saved on computer) also has data for endemic epifuanal/ infuanal and cosmo epi/in",,,,,,,,,,,,,,,,,,,,,,,,,,,,
198,"Aberhan 2003 SEA",1,"EO","Aberhan, Martin and T.K. Baumiller. 2003. Selective extinction among early Jurassic bivalves: a consequence of anoxia. Geology 31:1077-1080.","Aberhan and Baumiller 2003",2003,"PR","Mollusca","Bivalve","bivalve","species","Life Habit","Life Habit","Infaunal","Toarcian","Toarcian","Early Jurassic","Early Toarcian","Northwest Europe","data from Aberhan 2002 Aberhan, M., 2002, Opening of the Hispanic Corridor
and Early Jurassic bivalve biodiversity,
in Crame, J.A., and Owen, A.W., eds., Palaeobiogeography
and biodiversity change: The
Ordovician and Mesozoic–Cenozoic radiations:
Geological Society [London] Special
Publication 194, p. 127–139.",,,,,9,12,17,32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Raw data (saved on computer) also has data for endemic epifuanal/ infuanal and cosmo epi/in",,,,,,,,,,,,,,,,,,,,,,,,,,,,
199,"Aberhan 2003 SEA",2,"EO","Aberhan, Martin and T.K. Baumiller. 2003. Selective extinction among early Jurassic bivalves: a consequence of anoxia. Geology 31:1077-1080.","Aberhan and Baumiller 2003",2003,"PR","Mollusca","Bivalve","bivalve","species","Life Habit","Life Habit","Epifaunal","Toarcian","Toarcian","Early Jurassic","Early Toarcian","Northwest Europe","data from Aberhan 2002 Aberhan, M., 2002, Opening of the Hispanic Corridor
and Early Jurassic bivalve biodiversity,
in Crame, J.A., and Owen, A.W., eds., Palaeobiogeography
and biodiversity change: The
Ordovician and Mesozoic–Cenozoic radiations:
Geological Society [London] Special
Publication 194, p. 127–139.",,,,,8,20,17,32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Raw data (saved on computer) also has data for endemic epifuanal/ infuanal and cosmo epi/in",,,,,,,,,,,,,,,,,,,,,,,,,,,,
200,"Aberhan 2003 SEA",3,"EO","Aberhan, Martin and T.K. Baumiller. 2003. Selective extinction among early Jurassic bivalves: a consequence of anoxia. Geology 31:1077-1080.","Aberhan and Baumiller 2003",2003,"PR","Mollusca","Bivalve","bivalve","species","Geographic Range","Endemic","Narrow","Toarcian","Toarcian","Early Jurassic","Early Toarcian","Northwest Europe","data from Aberhan 2002 Aberhan, M., 2002, Opening of the Hispanic Corridor
and Early Jurassic bivalve biodiversity,
in Crame, J.A., and Owen, A.W., eds., Palaeobiogeography
and biodiversity change: The
Ordovician and Mesozoic–Cenozoic radiations:
Geological Society [London] Special
Publication 194, p. 127–139.",,,,,9,4,17,32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Raw data (saved on computer) also has data for endemic epifuanal/ infuanal and cosmo epi/in",,,,,,,,,,,,,,,,,,,,,,,,,,,,
201,"Aberhan 2003 SEA",4,"EO","Aberhan, Martin and T.K. Baumiller. 2003. Selective extinction among early Jurassic bivalves: a consequence of anoxia. Geology 31:1077-1080.","Aberhan and Baumiller 2003",2003,"PR","Mollusca","Bivalve","bivalve","species","Geographic Range","Cosmospolitan","Broad","Toarcian","Toarcian","Early Jurassic","Early Toarcian","Northwest Europe","data from Aberhan 2002 Aberhan, M., 2002, Opening of the Hispanic Corridor
and Early Jurassic bivalve biodiversity,
in Crame, J.A., and Owen, A.W., eds., Palaeobiogeography
and biodiversity change: The
Ordovician and Mesozoic–Cenozoic radiations:
Geological Society [London] Special
Publication 194, p. 127–139.",,,,,8,28,17,32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Raw data (saved on computer) also has data for endemic epifuanal/ infuanal and cosmo epi/in",,,,,,,,,,,,,,,,,,,,,,,,,,,,
202,"Aberhan 2003 SEA",1,"EO","Aberhan, Martin and T.K. Baumiller. 2003. Selective extinction among early Jurassic bivalves: a consequence of anoxia. Geology 31:1077-1080.","Aberhan and Baumiller 2003",2003,"PR","Mollusca","Bivalve","bivalve","species","Life Habit","Life Habit","Infaunal","Toarcian","Toarcian","Early Jurassic","Middle Toarcian","Northwest Europe","data from Aberhan 2002 Aberhan, M., 2002, Opening of the Hispanic Corridor
and Early Jurassic bivalve biodiversity,
in Crame, J.A., and Owen, A.W., eds., Palaeobiogeography
and biodiversity change: The
Ordovician and Mesozoic–Cenozoic radiations:
Geological Society [London] Special
Publication 194, p. 127–139.",,,,,1,15,5,35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Raw data (saved on computer) also has data for endemic epifuanal/ infuanal and cosmo epi/in",,,,,,,,,,,,,,,,,,,,,,,,,,,,
203,"Aberhan 2003 SEA",2,"EO","Aberhan, Martin and T.K. Baumiller. 2003. Selective extinction among early Jurassic bivalves: a consequence of anoxia. Geology 31:1077-1080.","Aberhan and Baumiller 2003",2003,"PR","Mollusca","Bivalve","bivalve","species","Life Habit","Life Habit","Epifaunal","Toarcian","Toarcian","Early Jurassic","Middle Toarcian","Northwest Europe","data from Aberhan 2002 Aberhan, M., 2002, Opening of the Hispanic Corridor
and Early Jurassic bivalve biodiversity,
in Crame, J.A., and Owen, A.W., eds., Palaeobiogeography
and biodiversity change: The
Ordovician and Mesozoic–Cenozoic radiations:
Geological Society [London] Special
Publication 194, p. 127–139.",,,,,4,20,5,35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Raw data (saved on computer) also has data for endemic epifuanal/ infuanal and cosmo epi/in",,,,,,,,,,,,,,,,,,,,,,,,,,,,
204,"Aberhan 2003 SEA",3,"EO","Aberhan, Martin and T.K. Baumiller. 2003. Selective extinction among early Jurassic bivalves: a consequence of anoxia. Geology 31:1077-1080.","Aberhan and Baumiller 2003",2003,"PR","Mollusca","Bivalve","bivalve","species","Geographic Range","Endemic","Narrow","Toarcian","Toarcian","Early Jurassic","Middle Toarcian","Northwest Europe","data from Aberhan 2002 Aberhan, M., 2002, Opening of the Hispanic Corridor
and Early Jurassic bivalve biodiversity,
in Crame, J.A., and Owen, A.W., eds., Palaeobiogeography
and biodiversity change: The
Ordovician and Mesozoic–Cenozoic radiations:
Geological Society [London] Special
Publication 194, p. 127–139.",,,,,2,5,5,35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Raw data (saved on computer) also has data for endemic epifuanal/ infuanal and cosmo epi/in",,,,,,,,,,,,,,,,,,,,,,,,,,,,
205,"Aberhan 2003 SEA",4,"EO","Aberhan, Martin and T.K. Baumiller. 2003. Selective extinction among early Jurassic bivalves: a consequence of anoxia. Geology 31:1077-1080.","Aberhan and Baumiller 2003",2003,"PR","Mollusca","Bivalve","bivalve","species","Geographic Range","Cosmospolitan","Broad","Toarcian","Toarcian","Early Jurassic","Middle Toarcian","Northwest Europe","data from Aberhan 2002 Aberhan, M., 2002, Opening of the Hispanic Corridor
and Early Jurassic bivalve biodiversity,
in Crame, J.A., and Owen, A.W., eds., Palaeobiogeography
and biodiversity change: The
Ordovician and Mesozoic–Cenozoic radiations:
Geological Society [London] Special
Publication 194, p. 127–139.",,,,,3,30,5,35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Raw data (saved on computer) also has data for endemic epifuanal/ infuanal and cosmo epi/in",,,,,,,,,,,,,,,,,,,,,,,,,,,,
206,"Aberhan 2003 SEA",1,"EO","Aberhan, Martin and T.K. Baumiller. 2003. Selective extinction among early Jurassic bivalves: a consequence of anoxia. Geology 31:1077-1080.","Aberhan and Baumiller 2003",2003,"PR","Mollusca","Bivalve","bivalve","species","Life Habit","Life Habit","Infaunal","Toarcian","Toarcian","Early Jurassic","Late Toarcian","Northwest Europe","data from Aberhan 2002 Aberhan, M., 2002, Opening of the Hispanic Corridor
and Early Jurassic bivalve biodiversity,
in Crame, J.A., and Owen, A.W., eds., Palaeobiogeography
and biodiversity change: The
Ordovician and Mesozoic–Cenozoic radiations:
Geological Society [London] Special
Publication 194, p. 127–139.",,,,,1,29,3,53,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Raw data (saved on computer) also has data for endemic epifuanal/ infuanal and cosmo epi/in",,,,,,,,,,,,,,,,,,,,,,,,,,,,
207,"Aberhan 2003 SEA",2,"EO","Aberhan, Martin and T.K. Baumiller. 2003. Selective extinction among early Jurassic bivalves: a consequence of anoxia. Geology 31:1077-1080.","Aberhan and Baumiller 2003",2003,"PR","Mollusca","Bivalve","bivalve","species","Life Habit","Life Habit","Epifaunal","Toarcian","Toarcian","Early Jurassic","Late Toarcian","Northwest Europe","data from Aberhan 2002 Aberhan, M., 2002, Opening of the Hispanic Corridor
and Early Jurassic bivalve biodiversity,
in Crame, J.A., and Owen, A.W., eds., Palaeobiogeography
and biodiversity change: The
Ordovician and Mesozoic–Cenozoic radiations:
Geological Society [London] Special
Publication 194, p. 127–139.",,,,,2,24,3,53,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Raw data (saved on computer) also has data for endemic epifuanal/ infuanal and cosmo epi/in",,,,,,,,,,,,,,,,,,,,,,,,,,,,
208,"Aberhan 2003 SEA",3,"EO","Aberhan, Martin and T.K. Baumiller. 2003. Selective extinction among early Jurassic bivalves: a consequence of anoxia. Geology 31:1077-1080.","Aberhan and Baumiller 2003",2003,"PR","Mollusca","Bivalve","bivalve","species","Geographic Range","Endemic","Narrow","Toarcian","Toarcian","Early Jurassic","Late Toarcian","Northwest Europe","data from Aberhan 2002 Aberhan, M., 2002, Opening of the Hispanic Corridor
and Early Jurassic bivalve biodiversity,
in Crame, J.A., and Owen, A.W., eds., Palaeobiogeography
and biodiversity change: The
Ordovician and Mesozoic–Cenozoic radiations:
Geological Society [London] Special
Publication 194, p. 127–139.",,,,,2,10,3,53,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Raw data (saved on computer) also has data for endemic epifuanal/ infuanal and cosmo epi/in",,,,,,,,,,,,,,,,,,,,,,,,,,,,
209,"Aberhan 2003 SEA",4,"EO","Aberhan, Martin and T.K. Baumiller. 2003. Selective extinction among early Jurassic bivalves: a consequence of anoxia. Geology 31:1077-1080.","Aberhan and Baumiller 2003",2003,"PR","Mollusca","Bivalve","bivalve","species","Geographic Range","Cosmospolitan","Broad","Toarcian","Toarcian","Early Jurassic","Late Toarcian","Northwest Europe","data from Aberhan 2002 Aberhan, M., 2002, Opening of the Hispanic Corridor
and Early Jurassic bivalve biodiversity,
in Crame, J.A., and Owen, A.W., eds., Palaeobiogeography
and biodiversity change: The
Ordovician and Mesozoic–Cenozoic radiations:
Geological Society [London] Special
Publication 194, p. 127–139.",,,,,1,43,3,53,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Raw data (saved on computer) also has data for endemic epifuanal/ infuanal and cosmo epi/in",,,,,,,,,,,,,,,,,,,,,,,,,,,,
214,"Aberhan 2003 SEA",1,"EO","Aberhan, Martin and T.K. Baumiller. 2003. Selective extinction among early Jurassic bivalves: a consequence of anoxia. Geology 31:1077-1080.","Aberhan and Baumiller 2003",2003,"PR","Mollusca","Bivalve","bivalve","species","Life Habit","Life Habit","Infaunal","Hettangian","Hettangian","Early Jurassic","Hettangian","South America","data from Aberhan 2002 Aberhan, M., 2002, Opening of the Hispanic Corridor
and Early Jurassic bivalve biodiversity,
in Crame, J.A., and Owen, A.W., eds., Palaeobiogeography
and biodiversity change: The
Ordovician and Mesozoic–Cenozoic radiations:
Geological Society [London] Special
Publication 194, p. 127–139.",,,,,4,3,7,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Raw data (saved on computer) also has data for endemic epifuanal/ infuanal and cosmo epi/in",,,,,,,,,,,,,,,,,,,,,,,,,,,,
215,"Aberhan 2003 SEA",2,"EO","Aberhan, Martin and T.K. Baumiller. 2003. Selective extinction among early Jurassic bivalves: a consequence of anoxia. Geology 31:1077-1080.","Aberhan and Baumiller 2003",2003,"PR","Mollusca","Bivalve","bivalve","species","Life Habit","Life Habit","Epifaunal","Hettangian","Hettangian","Early Jurassic","Hettangian","South America","data from Aberhan 2002 Aberhan, M., 2002, Opening of the Hispanic Corridor
and Early Jurassic bivalve biodiversity,
in Crame, J.A., and Owen, A.W., eds., Palaeobiogeography
and biodiversity change: The
Ordovician and Mesozoic–Cenozoic radiations:
Geological Society [London] Special
Publication 194, p. 127–139.",,,,,3,11,7,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Raw data (saved on computer) also has data for endemic epifuanal/ infuanal and cosmo epi/in",,,,,,,,,,,,,,,,,,,,,,,,,,,,
216,"Aberhan 2003 SEA",3,"EO","Aberhan, Martin and T.K. Baumiller. 2003. Selective extinction among early Jurassic bivalves: a consequence of anoxia. Geology 31:1077-1080.","Aberhan and Baumiller 2003",2003,"PR","Mollusca","Bivalve","bivalve","species","Geographic Range","Endemic","Narrow","Hettangian","Hettangian","Early Jurassic","Hettangian","South America","data from Aberhan 2002 Aberhan, M., 2002, Opening of the Hispanic Corridor
and Early Jurassic bivalve biodiversity,
in Crame, J.A., and Owen, A.W., eds., Palaeobiogeography
and biodiversity change: The
Ordovician and Mesozoic–Cenozoic radiations:
Geological Society [London] Special
Publication 194, p. 127–139.",,,,,7,4,7,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Raw data (saved on computer) also has data for endemic epifuanal/ infuanal and cosmo epi/in",,,,,,,,,,,,,,,,,,,,,,,,,,,,
217,"Aberhan 2003 SEA",4,"EO","Aberhan, Martin and T.K. Baumiller. 2003. Selective extinction among early Jurassic bivalves: a consequence of anoxia. Geology 31:1077-1080.","Aberhan and Baumiller 2003",2003,"PR","Mollusca","Bivalve","bivalve","species","Geographic Range","Cosmospolitan","Broad","Hettangian","Hettangian","Early Jurassic","Hettangian","South America","data from Aberhan 2002 Aberhan, M., 2002, Opening of the Hispanic Corridor
and Early Jurassic bivalve biodiversity,
in Crame, J.A., and Owen, A.W., eds., Palaeobiogeography
and biodiversity change: The
Ordovician and Mesozoic–Cenozoic radiations:
Geological Society [London] Special
Publication 194, p. 127–139.",,,,,0,10,7,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Raw data (saved on computer) also has data for endemic epifuanal/ infuanal and cosmo epi/in",,,,,,,,,,,,,,,,,,,,,,,,,,,,
218,"Aberhan 2003 SEA",1,"EO","Aberhan, Martin and T.K. Baumiller. 2003. Selective extinction among early Jurassic bivalves: a consequence of anoxia. Geology 31:1077-1080.","Aberhan and Baumiller 2003",2003,"PR","Mollusca","Bivalve","bivalve","species","Life Habit","Life Habit","Infaunal","Sinemurian","Sinemurian","Early Jurassic","Early Sinemurian","South America","data from Aberhan 2002 Aberhan, M., 2002, Opening of the Hispanic Corridor
and Early Jurassic bivalve biodiversity,
in Crame, J.A., and Owen, A.W., eds., Palaeobiogeography
and biodiversity change: The
Ordovician and Mesozoic–Cenozoic radiations:
Geological Society [London] Special
Publication 194, p. 127–139.",,,,,1,2,2,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Raw data (saved on computer) also has data for endemic epifuanal/ infuanal and cosmo epi/in",,,,,,,,,,,,,,,,,,,,,,,,,,,,
219,"Aberhan 2003 SEA",2,"EO","Aberhan, Martin and T.K. Baumiller. 2003. Selective extinction among early Jurassic bivalves: a consequence of anoxia. Geology 31:1077-1080.","Aberhan and Baumiller 2003",2003,"PR","Mollusca","Bivalve","bivalve","species","Life Habit","Life Habit","Epifaunal","Sinemurian","Sinemurian","Early Jurassic","Early Sinemurian","South America","data from Aberhan 2002 Aberhan, M., 2002, Opening of the Hispanic Corridor
and Early Jurassic bivalve biodiversity,
in Crame, J.A., and Owen, A.W., eds., Palaeobiogeography
and biodiversity change: The
Ordovician and Mesozoic–Cenozoic radiations:
Geological Society [London] Special
Publication 194, p. 127–139.",,,,,1,10,2,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Raw data (saved on computer) also has data for endemic epifuanal/ infuanal and cosmo epi/in",,,,,,,,,,,,,,,,,,,,,,,,,,,,
220,"Aberhan 2003 SEA",3,"EO","Aberhan, Martin and T.K. Baumiller. 2003. Selective extinction among early Jurassic bivalves: a consequence of anoxia. Geology 31:1077-1080.","Aberhan and Baumiller 2003",2003,"PR","Mollusca","Bivalve","bivalve","species","Geographic Range","Endemic","Narrow","Sinemurian","Sinemurian","Early Jurassic","Early Sinemurian","South America","data from Aberhan 2002 Aberhan, M., 2002, Opening of the Hispanic Corridor
and Early Jurassic bivalve biodiversity,
in Crame, J.A., and Owen, A.W., eds., Palaeobiogeography
and biodiversity change: The
Ordovician and Mesozoic–Cenozoic radiations:
Geological Society [London] Special
Publication 194, p. 127–139.",,,,,2,5,2,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Raw data (saved on computer) also has data for endemic epifuanal/ infuanal and cosmo epi/in",,,,,,,,,,,,,,,,,,,,,,,,,,,,
