,,,,"Biblio info",,,,"Selectivity info",,,,,,,,,,,,,"Odds ratio",,"Log odds ratio",,"Raw numbers",,,,"Percent Extinction",,,"Multivariate Logistic Regression",,,,"Proportions",,,"Nonparametric Tests",,,,,,,,,"Computing d in designs with indpt groups",,,,,,,,,,,,,,,"Computing d in designs with paired groups",,,,,,,,,,,,,,,"Computing d in designs with indpt groups using ANCOVA",,,,,,,,,,,,,,,,,,,,,,,"Computing r w/ indpt grps",,,,,,,,,"Extinction info",,,,,,,,,"Chi Square",,,,,,,"Extinction Rate",,,,,"GLM",,,,,"Mean Species Duration/Longevity",,,,,"Additional Stats",,,,,
379,"Lockwood 2003 ANL",1,"EO","Lockwood, Rowan, Abundance not linked to survival across the end-Cretaceous mass extinction: patterns in North American bivalves: PNAS, v. 100, p. 2478-2482.","Lockwood 2003",2003,"PR","Mollusca","Bivalve","bivalve","subgenera","Abundance","Raw Abundance",,"Maastrichtian","Maastrichtian","K/T","K/T","Atlantic Coastal Plain",,,,,,,,,,,,,,,,,,,,"t-test",121,,,,,-1.19,119,0.24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
380,"Harnik 2011 DIE",1,"EO","Harnik, Paul G., 2011, Direct and indirect effects of biological factors on extinction risk in fossil bivalves: PNAS.","Harnik 2011",2011,"PR","Mollusca","Bivalve","bivalve","species","Abundance","Relative Abundance",,"Danian","Calabrian","Cenozoic","Cenozoic","estern U.S.","Pbdb; museum collections",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
381,"Harnik 2011 DIE",,"EO","Harnik, Paul G., 2011, Direct and indirect effects of biological factors on extinction risk in fossil bivalves: PNAS.","Harnik 2011",2011,"PR","Mollusca","Bivalve","bivalve","species","Geographic Range",,,"Danian","Calabrian","Cenozoic","Cenozoic","estern U.S.","Pbdb; museum collections",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
382,"Harnik 2011 DIE",,"EO","Harnik, Paul G., 2011, Direct and indirect effects of biological factors on extinction risk in fossil bivalves: PNAS.","Harnik 2011",2011,"PR","Mollusca","Bivalve","bivalve","species","Body Size","Geometric Mean",,"Danian","Calabrian","Cenozoic","Cenozoic","estern U.S.","Pbdb; museum collections",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
383,"Knoll et al. 1996",1,"EO","Knoll, Andrew H., ","Knoll et al. 1996",1996,"PR","Mollusca","Bivalve","bivalve","species","Life Habit","Infaunal","Infaunal","Changhsingian","Changhsingian",,,,,,,,,2,20,15,93,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
384,"Knoll et al. 1996",1,"EO","Knoll, Andrew H., ","Knoll et al. 1996",1996,"PR","Mollusca","Bivalve","bivalve","species","Life Habit","Infaunal","Infaunal","Changhsingian","Changhsingian",,,,,,,,,5,19,53,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
385,"Knoll et al. 1996",1,"EO","Knoll, Andrew H., ","Knoll et al. 1996",1996,"PR","Mollusca","Bivalve","bivalve","species","Life Habit","Infaunal","Infaunal","Changhsingian","Changhsingian",,,,,,,,,8,12,44,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
386,"Knoll et al. 1996",1,"EO","Knoll, Andrew H., ","Knoll et al. 1996",1996,"PR","Mollusca","Bivalve","bivalve","species","Life Habit","Infaunal","Infaunal","Changhsingian","Changhsingian",,,,,,,,,2,11,31,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
387,"Knoll et al. 1996",1,"EO","Knoll, Andrew H., ","Knoll et al. 1996",1996,"PR","Mollusca","Bivalve","bivalve","species","Life Habit","Epifaunal","Epifaunal","Changhsingian","Changhsingian",,,,,,,,,13,73,15,93,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
388,"Knoll et al. 1996",1,"EO","Knoll, Andrew H., ","Knoll et al. 1996",1996,"PR","Mollusca","Bivalve","bivalve","species","Life Habit","Epifaunal","Epifaunal","Changhsingian","Changhsingian",,,,,,,,,48,41,53,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
389,"Knoll et al. 1996",1,"EO","Knoll, Andrew H., ","Knoll et al. 1996",1996,"PR","Mollusca","Bivalve","bivalve","species","Life Habit","Epifaunal","Epifaunal","Changhsingian","Changhsingian",,,,,,,,,16,32,44,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
390,"Knoll et al. 1996",1,"EO","Knoll, Andrew H., ","Knoll et al. 1996",1996,"PR","Mollusca","Bivalve","bivalve","species","Life Habit","Epifaunal","Epifaunal","Changhsingian","Changhsingian",,,,,,,,,16,20,31,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
391,"Lockwood 2005 Paleobiology",1,"EO","Lockwood, Rowan, 2005, Body size, extincttion events, and the early Cenozoic record of veneroid bivalves: a new role for recoveries?: Paleobiology, v. 31, p., 578-590.","Lockwood 2005",2005,"PR","Bivalvia","Bivalve","Veneroid","subgenera","Body Size","Veneroid Size",,"Maastrichtian","Maastrichtian","K/T","K/T","North America and Europe",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"parametric","t",101,0.73,0.35,
392,"Lockwood 2005 Paleobiology",2,"EO","Lockwood, Rowan, 2005, Body size, extincttion events, and the early Cenozoic record of veneroid bivalves: a new role for recoveries?: Paleobiology, v. 31, p., 578-590.","Lockwood 2005",2005,"PR","Bivalvia","Bivalve","Veneroid","subgenera","Body Size","Veneroid Size",,"Lutetian","Bartonian","Ecocene","mid-Eocene","North America and Europe",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"parametric","t",101,0.51,-0.66,
393,"Lockwood 2005 Paleobiology",3,"EO","Lockwood, Rowan, 2005, Body size, extincttion events, and the early Cenozoic record of veneroid bivalves: a new role for recoveries?: Paleobiology, v. 31, p., 578-590.","Lockwood 2005",2005,"PR","Bivalvia","Bivalve","Veneroid","subgenera","Body Size","Veneroid Size",,"Priabonian","Priabonian","E/O","E/O","North America and Europe",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"parametric","t",101,0.29,-1.08,
394,"Kolbe 2011 Paleobiology","1a","EO","Kolbe, Sarah, Lockwood, Rowan, and Hunt, Gene, 2011, Does morphological variation buffer against extinction? A test using veneroid bivalves from the Plio-Pleistocene of Florida: Paleobiology, v. 37, p. 355-368.","Kolbe et al. 2011",2011,"PR","Mollusca","Bivalve","Veneroid","Species","Morphological Variation",,,"Piacenzian","Gelasian","Pliocene-Pleistocene","Plio-Pleistocene",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"non-parametric","Wilcoxon signed rank test",14,0.035,86,
395,"Kolbe 2011 Paleobiology","1b","EO","Kolbe, Sarah, Lockwood, Rowan, and Hunt, Gene, 2011, Does morphological variation buffer against extinction? A test using veneroid bivalves from the Plio-Pleistocene of Florida: Paleobiology, v. 37, p. 355-368.","Kolbe et al. 2011",2011,"PR","Mollusca","Bivalve","Veneroid","Species","Morphological Variation",,,"Piacenzian","Gelasian","Pliocene-Pleistocene","Plio-Pleistocene",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"?","binomial ",14,0.013,,
396,"Hansen et al. 1998",,"EO","Hansen, ","Hansen et al. 1998",1998,"PR","Mollusca","Bivalve","bivalve",,"Life Habit","Infaunal",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
397,"Hansen et al. 1993a",1,"EO","Hansen, Thor, Upshaw, Banks, Kauffman, Erle, and Guse, Wulf, Patterns of molluscan extinction and recovery across the Cretaceous-Tertiary boundary in east Texas; report on new outcrops: Cretaceous Research, v. 14, p. 685-706.","Hansen et al. 1993a",1993,"PR","Mollusca","Bivalve","bivalve","species","Life Habit","Infaunal","DF-IB deposit feeder infaunal burrower","Maastrichtian","Maastrichtian","K/T","K/T","Brozos River, Texas",,,,,,9,2,76,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
398,"Hansen et al. 1993a",2,"EO","Hansen, Thor, Upshaw, Banks, Kauffman, Erle, and Guse, Wulf, Patterns of molluscan extinction and recovery across the Cretaceous-Tertiary boundary in east Texas; report on new outcrops: Cretaceous Research, v. 14, p. 685-706.","Hansen et al. 1993a",1993,"PR","Mollusca","Bivalve","bivalve","species","Life Habit","Infaunal","SF-SI Infaunal burrower","Maastrichtian","Maastrichtian","K/T","K/T","Brozos River, Texas",,,,,,20,6,76,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
399,"Hansen et al. 1993a",3,"EO","Hansen, Thor, Upshaw, Banks, Kauffman, Erle, and Guse, Wulf, Patterns of molluscan extinction and recovery across the Cretaceous-Tertiary boundary in east Texas; report on new outcrops: Cretaceous Research, v. 14, p. 685-706.","Hansen et al. 1993a",1993,"PR","Mollusca","Bivalve","bivalve","species","Life Habit","Infaunal","CB-IB","Maastrichtian","Maastrichtian","K/T","K/T","Brozos River, Texas",,,,,,4,0,76,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
400,"Hansen et al. 1993a",4,"EO","Hansen, Thor, Upshaw, Banks, Kauffman, Erle, and Guse, Wulf, Patterns of molluscan extinction and recovery across the Cretaceous-Tertiary boundary in east Texas; report on new outcrops: Cretaceous Research, v. 14, p. 685-706.","Hansen et al. 1993a",1993,"PR","Mollusca","Bivalve","bivalve","species","Life Habit","Infaunal","CS-IB carnivore infaunal burrower","Maastrichtian","Maastrichtian","K/T","K/T","Brozos River, Texas",,,,,,4,0,76,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
401,"Hansen et al. 1993a",5,"EO","Hansen, Thor, Upshaw, Banks, Kauffman, Erle, and Guse, Wulf, Patterns of molluscan extinction and recovery across the Cretaceous-Tertiary boundary in east Texas; report on new outcrops: Cretaceous Research, v. 14, p. 685-706.","Hansen et al. 1993a",1993,"PR","Mollusca","Bivalve","bivalve","species","Life Habit","Infaunal","CS-N Infaunal burrower ?","Maastrichtian","Maastrichtian","K/T","K/T","Brozos River, Texas",,,,,,5,0,76,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
402,"Hansen et al. 1993a",6,"EO","Hansen, Thor, Upshaw, Banks, Kauffman, Erle, and Guse, Wulf, Patterns of molluscan extinction and recovery across the Cretaceous-Tertiary boundary in east Texas; report on new outcrops: Cretaceous Research, v. 14, p. 685-706.","Hansen et al. 1993a",1993,"PR","Mollusca","Bivalve","bivalve","species","Life Habit","Epifanual","CS-EM canivore epifaunal mobile","Maastrichtian","Maastrichtian","K/T","K/T","Brozos River, Texas",,,,,,5,0,76,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
403,"Hansen et al. 1993a",7,"EO","Hansen, Thor, Upshaw, Banks, Kauffman, Erle, and Guse, Wulf, Patterns of molluscan extinction and recovery across the Cretaceous-Tertiary boundary in east Texas; report on new outcrops: Cretaceous Research, v. 14, p. 685-706.","Hansen et al. 1993a",1993,"PR","Mollusca","Bivalve","bivalve","species","Life Habit","Epifanual","SF-ESepifaunal sessile suspesion feeder","Maastrichtian","Maastrichtian","K/T","K/T","Brozos River, Texas",,,,,,7,3,76,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
404,"Hansen et al. 1993a",8,"EO","Hansen, Thor, Upshaw, Banks, Kauffman, Erle, and Guse, Wulf, Patterns of molluscan extinction and recovery across the Cretaceous-Tertiary boundary in east Texas; report on new outcrops: Cretaceous Research, v. 14, p. 685-706.","Hansen et al. 1993a",1993,"PR","Mollusca","Bivalve","bivalve","species","Life Habit","Epifanual","epifaunal sessile mobile","Maastrichtian","Maastrichtian","K/T","K/T","Brozos River, Texas",,,,,,10,4,76,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
405,"Hansen et al. 1993a",9,"EO","Hansen, Thor, Upshaw, Banks, Kauffman, Erle, and Guse, Wulf, Patterns of molluscan extinction and recovery across the Cretaceous-Tertiary boundary in east Texas; report on new outcrops: Cretaceous Research, v. 14, p. 685-706.","Hansen et al. 1993a",1993,"PR","Mollusca","Bivalve","bivalve","species","Life Habit","Infaunal","SF-NSI","Maastrichtian","Maastrichtian","K/T","K/T","Brozos River, Texas",,,,,,12,3,76,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
406,"Kiessling 2007JoBiogeo",1,"EO","Kiessling, Aberhan and Aberhan, Martin, 2007, Geographical distribution and extinction risk: lessons from Triassic-Jurassic marine benthic organisms: Journal of Biogeogrpahy, v. 34, p. 1473-1489.","Kiessling and Aberhan 2007",2007,"PR","Mollusca","Bivalve","bivalve","genera","Geographic Range","Endemic","Narrow-Distributed","Anisian","Anisian",242.541,242.541,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0165,383,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
407,"Kiessling 2007JoBiogeo",2,"EO","Kiessling, Aberhan and Aberhan, Martin, 2007, Geographical distribution and extinction risk: lessons from Triassic-Jurassic marine benthic organisms: Journal of Biogeogrpahy, v. 34, p. 1473-1489.","Kiessling and Aberhan 2007",2007,"PR","Mollusca","Bivalve","bivalve","genera","Geographic Range","Endemic","Narrow-Distributed","Ladinian","Ladinian",234.1803,234.1803,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.1379,383,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
408,"Kiessling 2007JoBiogeo",3,"EO","Kiessling, Aberhan and Aberhan, Martin, 2007, Geographical distribution and extinction risk: lessons from Triassic-Jurassic marine benthic organisms: Journal of Biogeogrpahy, v. 34, p. 1473-1489.","Kiessling and Aberhan 2007",2007,"PR","Mollusca","Bivalve","bivalve","genera","Geographic Range","Endemic","Narrow-Distributed","Carnian","Carnian",223.8525,223.8525,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.2381,383,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
409,"Kiessling 2007JoBiogeo",4,"EO","Kiessling, Aberhan and Aberhan, Martin, 2007, Geographical distribution and extinction risk: lessons from Triassic-Jurassic marine benthic organisms: Journal of Biogeogrpahy, v. 34, p. 1473-1489.","Kiessling and Aberhan 2007",2007,"PR","Mollusca","Bivalve","bivalve","genera","Geographic Range","Endemic","Narrow-Distributed","Norian","Norian",211.5574,211.5574,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.2438,383,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
410,"Kiessling 2007JoBiogeo",5,"EO","Kiessling, Aberhan and Aberhan, Martin, 2007, Geographical distribution and extinction risk: lessons from Triassic-Jurassic marine benthic organisms: Journal of Biogeogrpahy, v. 34, p. 1473-1489.","Kiessling and Aberhan 2007",2007,"PR","Mollusca","Bivalve","bivalve","genera","Geographic Range","Endemic","Narrow-Distributed","Norian","Norian",202.9508,202.9508,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.4657,383,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
411,"Kiessling 2007JoBiogeo",6,"EO","Kiessling, Aberhan and Aberhan, Martin, 2007, Geographical distribution and extinction risk: lessons from Triassic-Jurassic marine benthic organisms: Journal of Biogeogrpahy, v. 34, p. 1473-1489.","Kiessling and Aberhan 2007",2007,"PR","Mollusca","Bivalve","bivalve","genera","Geographic Range","Endemic","Narrow-Distributed","Hettangian","Hettangian",199.5082,199.5082,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0426,383,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
412,"Kiessling 2007JoBiogeo",7,"EO","Kiessling, Aberhan and Aberhan, Martin, 2007, Geographical distribution and extinction risk: lessons from Triassic-Jurassic marine benthic organisms: Journal of Biogeogrpahy, v. 34, p. 1473-1489.","Kiessling and Aberhan 2007",2007,"PR","Mollusca","Bivalve","bivalve","genera","Geographic Range","Endemic","Narrow-Distributed","Sinemurian","Sinemurian",194.5901,194.5901,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0151,383,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
413,"Kiessling 2007JoBiogeo",8,"EO","Kiessling, Aberhan and Aberhan, Martin, 2007, Geographical distribution and extinction risk: lessons from Triassic-Jurassic marine benthic organisms: Journal of Biogeogrpahy, v. 34, p. 1473-1489.","Kiessling and Aberhan 2007",2007,"PR","Mollusca","Bivalve","bivalve","genera","Geographic Range","Endemic","Narrow-Distributed","Pliensbachian","Pliensbachian",187.2131,187.2131,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.1092,383,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
414,"Kiessling 2007JoBiogeo",9,"EO","Kiessling, Aberhan and Aberhan, Martin, 2007, Geographical distribution and extinction risk: lessons from Triassic-Jurassic marine benthic organisms: Journal of Biogeogrpahy, v. 34, p. 1473-1489.","Kiessling and Aberhan 2007",2007,"PR","Mollusca","Bivalve","bivalve","genera","Geographic Range","Endemic","Narrow-Distributed","Toarcian","Toarcian",180.082,180.082,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.1242,383,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
415,"Kiessling 2007JoBiogeo",10,"EO","Kiessling, Aberhan and Aberhan, Martin, 2007, Geographical distribution and extinction risk: lessons from Triassic-Jurassic marine benthic organisms: Journal of Biogeogrpahy, v. 34, p. 1473-1489.","Kiessling and Aberhan 2007",2007,"PR","Mollusca","Bivalve","bivalve","genera","Geographic Range","Endemic","Narrow-Distributed","Aalenian","Aalenian",174.4262,174.4262,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0388,383,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
416,"Kiessling 2007JoBiogeo",11,"EO","Kiessling, Aberhan and Aberhan, Martin, 2007, Geographical distribution and extinction risk: lessons from Triassic-Jurassic marine benthic organisms: Journal of Biogeogrpahy, v. 34, p. 1473-1489.","Kiessling and Aberhan 2007",2007,"PR","Mollusca","Bivalve","bivalve","genera","Geographic Range","Endemic","Narrow-Distributed","Bajocian","Bajocian",170.4918,170.4918,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0357,383,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
417,"Kiessling 2007JoBiogeo",12,"EO","Kiessling, Aberhan and Aberhan, Martin, 2007, Geographical distribution and extinction risk: lessons from Triassic-Jurassic marine benthic organisms: Journal of Biogeogrpahy, v. 34, p. 1473-1489.","Kiessling and Aberhan 2007",2007,"PR","Mollusca","Bivalve","bivalve","genera","Geographic Range","Endemic","Narrow-Distributed","Bathonian","Bathonian",166.3115,166.3115,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.066,383,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
418,"Kiessling 2007JoBiogeo",13,"EO","Kiessling, Aberhan and Aberhan, Martin, 2007, Geographical distribution and extinction risk: lessons from Triassic-Jurassic marine benthic organisms: Journal of Biogeogrpahy, v. 34, p. 1473-1489.","Kiessling and Aberhan 2007",2007,"PR","Mollusca","Bivalve","bivalve","genera","Geographic Range","Endemic","Narrow-Distributed","Callovian","Callovian",163.8525,163.8525,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0994,383,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
419,"Kiessling 2007JoBiogeo",14,"EO","Kiessling, Aberhan and Aberhan, Martin, 2007, Geographical distribution and extinction risk: lessons from Triassic-Jurassic marine benthic organisms: Journal of Biogeogrpahy, v. 34, p. 1473-1489.","Kiessling and Aberhan 2007",2007,"PR","Mollusca","Bivalve","bivalve","genera","Geographic Range","Endemic","Narrow-Distributed","Oxfordian","Oxfordian",158.6885,158.6885,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.1266,383,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
420,"Kiessling 2007JoBiogeo",15,"EO","Kiessling, Aberhan and Aberhan, Martin, 2007, Geographical distribution and extinction risk: lessons from Triassic-Jurassic marine benthic organisms: Journal of Biogeogrpahy, v. 34, p. 1473-1489.","Kiessling and Aberhan 2007",2007,"PR","Mollusca","Bivalve","bivalve","genera","Geographic Range","Endemic","Narrow-Distributed","Kimmeridgian","Kimmeridgian",153.2787,153.2787,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.2208,383,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
421,"Kiessling 2007JoBiogeo",16,"EO","Kiessling, Aberhan and Aberhan, Martin, 2007, Geographical distribution and extinction risk: lessons from Triassic-Jurassic marine benthic organisms: Journal of Biogeogrpahy, v. 34, p. 1473-1489.","Kiessling and Aberhan 2007",2007,"PR","Mollusca","Bivalve","bivalve","genera","Geographic Range","Endemic","Narrow-Distributed","Tithonian","Tithonian",148.8525,148.8525,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.4611,383,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
